駿府城	弓	5	平	1.17	1.12	1.07	3.36
駿府城[改壱]	弓	6	平	1.21	1.19	1.11	3.51
小牧山城	弓	4	平山	1.06	1.11	1.07	3.24
小牧山城[改壱]	弓	5	平山	1.10	1.18	1.11	3.39
柳之丸	刀	1	平	0.96	1.04	0.98	2.98
柳之丸[改壱]	刀	2	平	1.01	1.06	1.00	3.07
那古野城	刀	2	平	1.02	1.00	1.03	3.05
那古野城[改壱]	刀	3	平	1.07	1.02	1.05	3.14
名古屋城	槌	7	平	1.22	1.23	1.15	3.60
名古屋城[改壱]	槌	8	平	1.32	1.33	1.25	3.90
稲葉山城	刀	3	山	1.03	1.02	1.07	3.12
稲葉山城[改壱]	刀	4	山	1.07	1.09	1.11	3.27
岐阜城	鉄砲	5	山	1.09	1.13	1.14	3.36
苗木城	刀	3	山	0.97	1.02	1.13	3.12
苗木城[改壱]	刀	4	山	1.01	1.06	1.20	3.27
坂戸城	刀	2	山	0.98	1.03	1.04	3.05
坂戸城[改壱]	刀	3	山	1.00	1.05	1.09	3.14
富山城	鉄砲	2	平	1.05	1.06	0.94	3.05
富山城[改壱]	鉄砲	3	平	1.10	1.08	0.96	3.14
七尾城	槍	4	山	1.03	1.11	1.10	3.24
七尾城[改壱]	槍	5	山	1.07	1.18	1.14	3.39
大聖寺城	法術	2	平山	1.00	1.00	1.05	3.05
大聖寺城[改壱]	法術	3	平山	1.02	1.05	1.07	3.14
北ノ庄城	槍	3	平	1.09	1.01	1.02	3.12
北ノ庄城[改壱]	槍	4	平	1.13	1.05	1.09	3.27
福井城	槍	4	平	1.08	1.05	1.11	3.24
福井城[改壱]	槍	5	平	1.12	1.12	1.15	3.39
津留賀城	刀	1	山水	0.91	1.02	1.05	2.98
津留賀城[改壱]	刀	2	山水	0.93	1.07	1.07	3.07
金ヶ崎城	刀	2	山水	0.98	1.06	1.01	3.05
金ヶ崎城[改壱]	刀	3	山水	1.00	1.11	1.03	3.14
坂本城	鉄砲	5	平水	1.15	1.16	1.05	3.36
坂本城[改壱]	鉄砲	6	平水	1.19	1.20	1.12	3.51
佐和山城	槍	6	山	1.19	1.21	1.08	3.48
佐和山城[改壱]	槍	7	山	1.26	1.25	1.12	3.63
水口城	刀	1	平	0.98	0.99	1.01	2.98
水口城[改壱]	刀	2	平	1.00	1.04	1.03	3.07
仁木館	刀	2	平山	1.05	1.04	0.96	3.05
仁木館[改壱]	刀	3	平山	1.10	1.06	0.98	3.14
伊賀上野城	刀	4	平山	1.11	1.10	1.03	3.24
伊賀上野城[改壱]	刀	5	平山	1.15	1.17	1.07	3.39
二条城	鉄砲	5	平	1.17	1.10	1.09	3.36
二条城[改壱]	鉄砲	6	平	1.21	1.17	1.13	3.51
多聞山城	弓	3	平山	1.03	1.02	1.07	3.12
多聞山城[改壱]	弓	4	平山	1.08	1.07	1.12	3.27
龍王山城	法術	2	山	0.98	1.08	0.99	3.05
龍王山城[改壱]	法術	3	山	1.01	1.11	1.02	3.14
石山御坊	歌舞	6	平	1.18	1.13	1.17	3.48
石山御坊[改壱]	歌舞	7	平	1.22	1.17	1.24	3.63
大坂城	歌舞	7	平	1.23	1.16	1.21	3.60
大坂城[改壱]	歌舞	8	平	1.33	1.26	1.31	3.90
飯盛山城	法術	2	山	0.95	1.09	1.01	3.05
飯盛山城[改壱]	法術	3	山	0.97	1.14	1.03	3.14
鬼ヶ城	槌	2	山水	1.01	1.05	0.99	3.05
鬼ヶ城[改壱]	槌	3	山水	1.04	1.08	1.02	3.14
雑賀城	鉄砲	3	平山水	1.05	1.05	1.02	3.12
雑賀城[改壱]	鉄砲	4	平山水	1.09	1.12	1.06	3.27
三木城	槌	2	平山	1.05	1.04	0.96	3.05
三木城[改壱]	槌	3	平山	1.08	1.07	0.99	3.14
石山城	弓	1	平山	1.05	0.95	0.98	2.98
石山城[改壱]	弓	2	平山	1.08	0.98	1.01	3.07
岡山城	刀	4	平山	1.08	1.08	1.08	3.24
岡山城[改壱]	刀	5	平山	1.13	1.13	1.13	3.39
備中高松城	刀	3	平	1.04	1.04	1.04	3.12
備中高松城[改壱]	刀	4	平	1.11	1.08	1.08	3.27
三原城	石弓	3	平山水	1.01	1.11	1.00	3.12
三原城[改壱]	石弓	4	平山水	1.08	1.15	1.04	3.27
桜尾城	弓	2	水	1.05	1.01	0.99	3.05
桜尾城[改壱]	弓	3	水	1.08	1.04	1.02	3.14
鹿野城	槍	3	平山	1.05	1.03	1.04	3.12
鹿野城[改壱]	槍	4	平山	1.12	1.07	1.08	3.27
鳥取城	弓	4	山	1.06	1.07	1.11	3.24
鳥取城[改壱]	弓	5	山	1.10	1.14	1.15	3.39
防己尾城	槍	1	平山水	0.98	1.00	1.00	2.98
防己尾城[改壱]	槍	2	平山水	1.00	1.02	1.05	3.07
三本松城	石弓	2	山	1.01	1.05	0.99	3.05
三本松城[改壱]	石弓	3	山	1.06	1.07	1.01	3.14
津和野城	鉄砲	3	山	0.98	1.07	1.07	3.12
津和野城[改壱]	鉄砲	4	山	1.02	1.11	1.14	3.27
上関城	鉄砲	2	水	1.03	1.01	1.01	3.05
上関城[改壱]	鉄砲	3	水	1.05	1.06	1.03	3.14
高松城	槍	3	水	1.04	1.05	1.03	3.12
高松城[改壱]	槍	4	水	1.08	1.12	1.07	3.27
引田城	法術	2	平山水	1.06	0.99	1.00	3.05
引田城[改壱]	法術	3	平山水	1.11	1.01	1.02	3.14
勝瑞城	鉄砲	1	平	0.99	1.00	0.99	2.98
勝瑞城[改壱]	鉄砲	2	平	1.02	1.03	1.02	3.07
来島城	鉄砲	1	水	0.96	1.01	1.01	2.98
来島城[改壱]	鉄砲	2	水	0.98	1.06	1.03	3.07
大高坂山城	槍	1	平山	0.97	0.98	1.03	2.98
大高坂山城[改壱]	槍	2	平山	0.99	1.03	1.05	3.07
高知城	鉄砲	5	平山	1.12	1.19	1.05	3.36
高知城[改壱]	鉄砲	6	平山	1.16	1.26	1.09	3.51
鶴崎城	鉄砲	1	平	0.98	0.97	1.03	2.98
鶴崎城[改壱]	鉄砲	2	平	1.01	1.00	1.06	3.07
福岡城	石弓	4	平山水	1.08	1.09	1.07	3.24
福岡城[改壱]	石弓	5	平山水	1.12	1.16	1.11	3.39
若松城	鉄砲	2	水	0.96	1.05	1.04	3.05
若松城[改壱]	鉄砲	3	水	1.01	1.07	1.06	3.14
島原城	弓	3	平水	1.06	1.05	1.01	3.12
島原城[改壱]	弓	4	平水	1.11	1.10	1.06	3.27
村中城	刀	1	平	0.94	1.00	1.04	2.98
村中城[改壱]	刀	2	平	0.99	1.02	1.06	3.07
佐賀城	刀	3	平	1.06	1.01	1.05	3.12
佐賀城[改壱]	刀	4	平	1.10	1.08	1.09	3.27
日之嶽城	槍	1	平山水	0.99	0.98	1.01	2.98
日之嶽城[改壱]	槍	2	平山水	1.01	1.00	1.06	3.07
平戸城	法術	3	平山水	1.03	1.10	0.99	3.12
平戸城[改壱]	法術	4	平山水	1.10	1.14	1.03	3.27
宇土古城	弓	2	平山	1.03	1.05	0.97	3.05
宇土古城[改壱]	弓	3	平山	1.06	1.08	1.00	3.14
宇土城	鉄砲	4	平山	1.11	1.03	1.10	3.24
宇土城[改壱]	鉄砲	5	平山	1.16	1.08	1.15	3.39
飫肥城	弓	2	平山	1.00	1.00	1.05	3.05
飫肥城[改壱]	弓	3	平山	1.02	1.05	1.07	3.14
鹿児島城	鉄砲	2	平山水	0.99	1.00	1.06	3.05
鹿児島城[改壱]	鉄砲	3	平山水	1.01	1.02	1.11	3.14
首里城	刀	6	平山	1.19	1.13	1.16	3.48
首里城[改壱]	刀	7	平山	1.24	1.18	1.21	3.63
浦添城	弓	2	山	0.93	1.08	1.04	3.05
浦添城[改壱]	弓	3	山	0.95	1.10	1.09	3.14
丸亀城	槍	5	平山	1.16	1.05	1.15	3.36
丸亀城[改壱]	槍	6	平山	1.20	1.12	1.19	3.51
小谷城	槍	5	山	1.13	1.12	1.11	3.36
小谷城[改壱]	槍	6	山	1.17	1.16	1.18	3.51
能島城	鉄砲	3	水	1.08	1.06	0.98	3.12
能島城[改壱]	鉄砲	4	水	1.15	1.10	1.02	3.27
月山富田城	槍	3	山	1.00	1.05	1.07	3.12
月山富田城[改壱]	槍	4	山	1.04	1.09	1.14	3.27
脇本城	槍	2	山水	0.96	1.10	0.99	3.05
脇本城[改壱]	槍	3	山水	1.01	1.12	1.01	3.14
一乗谷城	刀	4	山	1.08	1.11	1.05	3.24
一乗谷城[改壱]	刀	5	山	1.12	1.18	1.09	3.39
墨俣城	鉄砲	3	平	1.06	1.01	1.05	3.12
墨俣城[改壱]	鉄砲	4	平	1.11	1.06	1.10	3.27
岩櫃城	槍	3	山	0.97	1.08	1.07	3.12
岩櫃城[改壱]	槍	4	山	1.01	1.12	1.14	3.27
福山城	刀	5	平山	1.19	1.08	1.09	3.36
福山城[改壱]	刀	6	平山	1.24	1.13	1.14	3.51
志自岐原城	刀	1	平山	1.08	0.97	0.93	2.98
志自岐原城[改壱]	刀	2	平山	1.10	0.99	0.98	3.07
原城	鉄砲	2	平山	0.97	1.03	1.05	3.05
原城[改壱]	鉄砲	3	平山	1.00	1.06	1.08	3.14
根来城	鉄砲	3	平山	1.05	1.06	1.01	3.12
根来城[改壱]	鉄砲	4	平山	1.05	1.06	1.01	3.12
鳥羽城	鉄砲	4	平山水	1.09	1.13	1.05	3.27
鳥羽城[改壱]	鉄砲	5	平山水	1.13	1.13	1.13	3.39
春日山城	刀	5	山	1.09	1.12	1.15	3.36
春日山城[改壱]	刀	6	山	1.14	1.17	1.20	3.51
丹波横山城	弓	2	平山	1.03	0.98	1.04	3.05
丹波横山城[改壱]	弓	3	平山	1.05	1.03	1.06	3.14
福知山城	鉄砲	6	平山	1.16	1.15	1.17	3.48
福知山城[改壱]	鉄砲	7	平山	1.23	1.19	1.21	3.63
今浜城	法術	1	平水	1.05	0.97	0.96	2.98
今浜城[改壱]	法術	2	平水	1.07	1.02	0.98	3.07
長浜城	鉄砲	4	平水	1.05	1.07	1.12	3.24
長浜城[改壱]	鉄砲	5	平水	1.10	1.12	1.17	3.39
八王子城	槍	3	山	0.97	1.09	1.06	3.12
八王子城[改壱]	槍	4	山	1.01	1.13	1.13	3.27
多賀城	石弓	5	平山	1.18	1.09	1.09	3.36
多賀城[改壱]	石弓	6	平山	1.23	1.14	1.14	3.51
松倉城	刀	2	山	0.98	1.07	1.00	3.05
松倉城[改壱]	刀	3	山	1.01	1.10	1.03	3.14
ﾌﾗﾝｹﾝｼｭﾀｲﾝ城	槌	5	山	1.11	1.07	1.18	3.36
ﾌﾗﾝｹﾝｼｭﾀｲﾝ城[改壱]	槌	6	山	1.16	1.12	1.23	3.51
与板城	刀	3	山	1.05	1.11	0.96	3.12
与板城[改壱]	刀	4	山	1.09	1.15	1.03	3.27
和歌山城	刀	6	平山	1.20	1.16	1.12	3.48
和歌山城[改壱]	刀	7	平山	1.27	1.20	1.16	3.63
久慈城	刀	2	平山	1.04	1.02	0.99	3.05
久慈城[改壱]	刀	3	平山	1.06	1.04	1.04	3.14
彦根城	槍	7	平山	1.25	1.23	1.12	3.60
彦根城[改壱]	槍	8	平山	1.39	1.31	1.20	3.90
乙女城	法術	1	平山	1.02	0.99	0.97	2.98
乙女城[改壱]	法術	2	平山	1.04	1.01	1.02	3.07
柳川城	石弓	3	平	1.02	1.05	1.05	3.12
柳川城[改壱]	石弓	4	平	1.07	1.10	1.10	3.27
石垣山城	槍	3	山	0.98	1.10	1.04	3.12
石垣山城[改壱]	槍	4	山	1.05	1.14	1.08	3.27
今治城	鉄砲	4	水	1.10	1.09	1.17	3.36
今治城[改壱]	鉄砲	5	水	1.15	1.14	1.22	3.51
真田丸	槍	4	平	1.07	1.06	1.11	3.24
真田丸[改壱]	槍	5	平	1.11	1.13	1.15	3.39
観音寺城	石弓	5	山	1.19	1.13	1.04	3.36
観音寺城[改壱]	石弓	6	山	1.26	1.17	1.08	3.51
ブラン城	刀	6	山	1.07	1.21	1.20	3.48
ブラン城[改壱]	刀	7	山	1.11	1.25	1.27	3.63
萩城	鉄砲	5	平山水	1.07	1.17	1.12	3.36
萩城[改壱]	鉄砲	6	平山水	1.14	1.21	1.16	3.51
岡豊城	弓	5	山	1.07	1.18	1.11	3.36
岡豊城[改壱]	弓	6	山	1.14	1.22	1.15	3.51
尾山御坊	歌舞	2	平山	1.05	0.98	1.02	3.05
尾山御坊[改壱]	歌舞	3	平山	1.08	1.01	1.05	3.14
佐久間金沢城	槍	4	平山	1.09	1.12	1.03	3.24
佐久間金沢城[改壱]	槍	5	平山	1.16	1.16	1.07	3.39
菩提山城	法術	4	山	1.03	1.13	1.08	3.24
菩提山城[改壱]	法術	5	山	1.08	1.18	1.13	3.39
岩手山城	槍	2	山	0.98	1.07	1.00	3.05
岩手山城[改壱]	槍	3	山	1.00	1.12	1.02	3.14
山科本願寺	歌舞	3	平	1.04	1.08	1.00	3.12
山科本願寺[改壱]	歌舞	4	平	1.09	1.13	1.05	3.27
深志城	弓	3	平	1.04	1.07	1.01	3.12
深志城[改壱]	弓	4	平	1.11	1.11	1.05	3.27
松本城	石弓	5	平	1.23	1.06	1.07	3.36
松本城[改壱]	石弓	6	平	1.27	1.13	1.11	3.51
広島城	石弓	6	平	1.11	1.21	1.16	3.48
広島城[改壱]	石弓	7	平	1.16	1.26	1.21	3.63
尾山城	槍	5	平山	1.07	1.20	1.09	3.36
尾山城[改壱]	槍	6	平山	1.14	1.24	1.13	3.51
天神西舘	弓	1	平山	1.04	0.99	0.95	2.98
中村舘	槍	2	平山	0.99	1.08	0.98	3.05
相馬中村城	刀	4	平山	1.10	1.12	1.02	3.24
吉野ヶ里	刀	6	平	1.21	1.19	1.08	3.48
吉野ヶ里[改壱]	刀	7	平	1.28	1.23	1.12	3.63
四稜郭	鉄砲	3	平	0.99	1.03	1.10	3.12
四稜郭[改壱]	鉄砲	4	平	1.03	1.10	1.14	3.27
五稜郭	大砲	7	平	1.20	1.20	1.20	3.60
五稜郭[改壱]	大砲	8	平	1.30	1.30	1.30	3.90
前田金沢城	刀	6	平山	1.20	1.18	1.10	3.48
前田金沢城[改壱]	刀	7	平山	1.24	1.22	1.17	3.63
安平古堡	大砲	3	平水	1.04	1.00	1.08	3.12
安平古堡[改壱]	大砲	4	平水	1.09	1.05	1.13	3.27
オレンジ城	鉄砲	3	平水	1.04	1.00	1.08	3.12
ゼーランディア城	鉄砲	5	平水	1.12	1.08	1.16	3.36
信貴山城	大砲	5	山	1.14	1.12	1.10	3.36
信貴山城[改壱]	大砲	6	山	1.18	1.19	1.14	3.51
笹原城	弓	2	平山水	1.02	1.00	1.03	3.05
久留米城	鉄砲	3	平山水	1.00	1.06	1.06	3.12
久留米城[改壱]	鉄砲	4	平山水	1.07	1.10	1.10	3.27
安平城	鉄砲	7	平水	1.17	1.20	1.23	3.60
安平城[改壱]	鉄砲	8	平水	1.25	1.34	1.31	3.90
高岡城	弓	5	平山	1.11	1.15	1.10	3.36
高岡城[改壱]	弓	6	平山	1.16	1.20	1.15	3.51
吉田郡山城	弓	5	山	1.10	1.14	1.12	3.36
吉田郡山城[改壱]	弓	6	山	1.15	1.19	1.17	3.51
竹田城	法術	6	山	1.14	1.18	1.16	3.48
竹田城[改壱]	法術	7	山	1.19	1.23	1.21	3.63
帰雲城	刀	5	山	1.13	1.10	1.13	3.36
帰雲城[改壱]	刀	6	山	1.17	1.17	1.17	3.51
ﾉｲｼｭｳﾞｧﾝｼｭﾀｲﾝ城	盾	7	山	1.20	1.20	1.20	3.60
ﾉｲｼｭｳﾞｧﾝｼｭﾀｲﾝ城[改壱]	盾	8	山	1.28	1.34	1.28	3.90
大仏城	槍	1	平	0.99	0.99	1.00	2.98
杉目城	法術	2	平	1.00	1.02	1.03	3.05
福島城	法術	4	平	1.06	1.09	1.09	3.24
躑躅ヶ崎館	槌	6	平	1.13	1.21	1.14	3.48
躑躅ヶ崎館[改壱]	槌	7	平	1.17	1.28	1.18	3.63
清洲城	刀	5	平	1.11	1.15	1.10	3.36
清洲城[改壱]	刀	6	平	1.15	1.22	1.14	3.51
伊丹城	刀	3	平	1.03	1.06	1.03	3.12
有岡城	槌	5	平	1.08	1.16	1.12	3.36
犬山城	大砲	6	平山	1.15	1.18	1.15	3.48
犬山城[改壱]	大砲	7	平山	1.20	1.23	1.20	3.63
ｻﾝﾀﾝｼﾞｪﾛ城	盾	5	平	1.09	1.13	1.14	3.36
ｻﾝﾀﾝｼﾞｪﾛ城[改壱]	盾	6	平	1.14	1.18	1.19	3.51
備中松山城	鉄砲	5	山	1.15	1.17	1.16	3.48
備中松山城[改壱]	鉄砲	6	山	1.19	1.21	1.23	3.63
板島丸串城	大砲	4	平山水	1.09	1.05	1.10	3.24
弘前城	弓	6	平山	1.14	1.19	1.15	3.48
弘前城[改壱]	弓	7	平山	1.19	1.24	1.20	3.63
伊予松山城	槍	6	平山	1.10	1.22	1.16	3.48
伊予松山城[改壱]	槍	7	平山	1.14	1.26	1.23	3.63
聚楽第	弓	7	平	1.18	1.25	1.17	3.60
聚楽第[改壱]	弓	8	平	1.32	1.33	1.25	3.90
岡城	石弓	5	山	1.07	1.10	1.19	3.36
岡城[改壱]	石弓	6	山	1.11	1.14	1.26	3.51
中津城	鉄砲	5	平水	1.14	1.14	1.08	3.36
中津城[改壱]	鉄砲	6	平水	1.18	1.21	1.12	3.51
丸山城	刀	3	平水	1.04	1.08	1.00	3.12
丸山城[改壱]	刀	4	平水	1.09	1.13	1.05	3.27
浜松城	刀	6	平山	1.20	1.14	1.14	3.48
浜松城[改壱]	刀	7	平山	1.25	1.19	1.19	3.63
ガイヤール城	盾	5	平山	1.08	1.17	1.11	3.36
ガイヤール城[改壱]	盾	6	平山	1.13	1.22	1.16	3.51
亀居城	槍	4	平山水	1.12	1.04	1.08	3.24
亀居城[改壱]	槍	5	平山水	1.19	1.08	1.12	3.39
安土城	法術	7	平山水	1.16	1.26	1.18	3.60
安土城[改壱]	法術	8	平山水	1.24	1.34	1.32	3.90
ユクエピラチャシ	槌	5	山	1.13	1.13	1.10	3.36
ユクエピラチャシ[改壱]	槌	6	山	1.20	1.17	1.14	3.51
宇和島城	大砲	6	平山水	1.16	1.16	1.16	3.48
宇和島城[改壱]	大砲	7	平山水	1.23	1.20	1.20	3.63
徳島城	刀	5	平山	1.12	1.10	1.14	3.36
徳島城[改壱]	刀	6	平山	1.17	1.15	1.19	3.51
肥後千葉城	刀	3	平山	1.07	1.02	1.03	3.12
隈本城	刀	5	平山	1.16	1.09	1.11	3.36
熊本城	刀	7	平山	1.16	1.22	1.27	3.65
熊本城[改壱]	刀	8	平山	1.30	1.30	1.35	3.95
丸岡城	法術	6	平山	1.19	1.16	1.13	3.48
丸岡城[改壱]	法術	7	平山	1.26	1.20	1.17	3.63
指月伏見城	鈴	7	平山	1.17	1.25	1.18	3.60
指月伏見城[改壱]	鈴	8	平山	1.27	1.35	1.28	3.90
コンウィ城	盾	2	平水	1.05	0.98	1.02	3.05
カーナーヴォン城	盾	4	平水	1.08	1.07	1.09	3.24
淀城	槌	5	平水	1.09	1.11	1.16	3.36
淀城[改壱]	槌	6	平水	1.13	1.18	1.20	3.51
内城	石弓	6	平	1.16	1.19	1.13	3.48
内城[改壱]	石弓	7	平	1.20	1.26	1.17	3.63
万里の長城	石弓	7	平山	1.25	1.10	1.25	3.60
万里の長城[改壱]	石弓	8	平山	1.35	1.20	1.35	3.90
井伊谷城	弓	5	山	1.13	1.09	1.14	3.36
井伊谷城[改壱]	弓	6	山	1.17	1.16	1.18	3.51
臼杵城	大砲	5	平山水	1.12	1.10	1.14	3.36
臼杵城[改壱]	大砲	6	平山水	1.16	1.14	1.21	3.51
津山城	槌	5	平山	1.12	1.10	1.14	3.36
マルボルク城	盾	6	平水	1.14	1.18	1.16	3.48
マルボルク城[改壱]	盾	7	平水	1.21	1.22	1.20	3.63
大和郡山城	法術	5	平山	1.13	1.14	1.09	3.36
大和郡山城[改壱]	法術	6	平山	1.17	1.18	1.16	3.51
ユッセ城	杖	6	平	1.16	1.16	1.16	3.48
ユッセ城[改壱]	杖	7	平	1.21	1.21	1.21	3.63
村尾城	石弓	4	山	1.11	1.08	1.05	3.24
村尾城[改壱]	石弓	5	山	1.15	1.12	1.12	3.39
浜田城	鈴	5	平山	1.12	1.12	1.12	3.36
浜田城[改壱]	鈴	6	平山	1.17	1.17	1.17	3.51
上田城	槍	6	平	1.21	1.18	1.09	3.48
上田城[改壱]	槍	7	平	1.28	1.22	1.13	3.63
聚楽城	槍	6	平	1.14	1.21	1.13	3.48
聚楽城[改壱]	槍	7	平	1.19	1.26	1.18	3.63
姫路城	鉄砲	7	平山	1.15	1.25	1.20	3.60
姫路城[改壱]	鉄砲	8	平山	1.25	1.35	1.30	3.90
丹波亀山城	刀	5	平山	1.12	1.08	1.16	3.36
丹波亀山城[改壱]	刀	6	平山	1.16	1.15	1.20	3.51
岩殿山城	法術	5	山	1.09	1.11	1.16	3.36
岩殿山城[改壱]	法術	6	山	1.13	1.15	1.23	3.51
シュノンソー城	杖	6	平水	1.13	1.18	1.17	3.48
シュノンソー城[改壱]	杖	7	平水	1.20	1.22	1.21	3.63
山中城	槌	5	山	1.08	1.14	1.14	3.36
山中城[改壱]	槌	6	山	1.12	1.18	1.21	3.51
曳馬城	槍	4	平山	1.07	1.09	1.08	3.24
曳馬城[改壱]	槍	5	平山	1.14	1.13	1.12	3.39
プラハ城	杖	7	平山	1.17	1.23	1.20	3.60
プラハ城[改壱]	杖	8	平山	1.25	1.37	1.28	3.90
白河小峰城	石弓	6	平山	1.10	1.17	1.21	3.48
白河小峰城[改壱]	石弓	7	平山	1.14	1.24	1.25	3.63
アンボワーズ城	鈴	6	平水	1.16	1.16	1.16	3.48
アンボワーズ城[改壱]	鈴	7	平水	1.23	1.20	1.20	3.63
岩国城	刀	5	山	1.17	1.11	1.08	3.36
岩国城[改壱]	刀	6	山	1.24	1.15	1.12	3.51
亀田御役所土塁	刀	6	平	1.15	1.14	1.19	3.48
亀田御役所土塁[改壱]	刀	7	平	1.19	1.21	1.23	3.63
紫禁城	拳	7	平	1.23	1.23	1.14	3.60
紫禁城[改壱]	拳	8	平	1.31	1.37	1.22	3.90
大垣城	槌	6	平水	1.20	1.17	1.11	3.48
大垣城[改壱]	槌	7	平水	1.27	1.21	1.15	3.63
ﾎｰｴﾝｻﾞﾙﾂﾌﾞﾙｸ城	杖	6	平山	1.21	1.13	1.14	3.48
ﾎｰｴﾝｻﾞﾙﾂﾌﾞﾙｸ城[改壱]	杖	7	平山	1.25	1.20	1.18	3.63
杵築城	弓	4	平山水	1.11	1.07	1.06	3.24
杵築城[改壱]	弓	5	平山水	1.18	1.11	1.10	3.39
長安城	拳	6	平山	1.19	1.16	1.13	3.48
長安城[改壱]	拳	7	平山	1.24	1.21	1.18	3.63
徳川大坂城	刀	7	平	1.17	1.23	1.20	3.60
徳川大坂城[改壱]	刀	8	平	1.25	1.37	1.28	3.90
古河城	石弓	5	平水	1.14	1.15	1.07	3.36
古河城[改壱]	石弓	6	平水	1.18	1.22	1.11	3.51
ｶｽﾃﾙ･ﾃﾞﾙ･ﾓﾝﾃ	槌	6	平山	1.14	1.14	1.20	3.48
